P45973
P17931
Q07352
Q9UKV8
Q9UPQ9
P15502
Q13501
Q14149
Q14103
Q16082
P04156
P24928
Q15648
Q16236
O00401
O60500
P16333
P62993
Q07889
P10636
P49790
P52948
Q6ZRY4
P33240
Q92499
Q9P2I0
Q9NQI0
P33240
Q92499
Q12888
P50995
Q06787
Q13148
Q14781
P38432
Q06787
Q9BPY3
P31943
Q14011
Q15233
Q8WXF1
Q96PK6
P10276
P29590
P55854
O43791
O60563
O60885
P26368
P84022
Q01130
Q13627
Q15648
Q9H9J4
Q9NWB1
Q9UER7
P03372
P23771
O43791
Q9NRR5
Q9UHD9
Q9UMX0
P42858
O00444
Q8N884
Q13148
O95049
Q07157
Q9UDY2
Q86WV6
Q13501
Q5FBB7
Q13148
P67809
Q9NP98
Q92547
Q01543
Q01844
Q96MU7
O60885
Q86UL8
P22736
Q13702
P06493
P40337
Q9Y5A9
P17600
P78352
P78352
Q92777
O00571
P09651
P22626
P31483
P31689
P35637
Q00577
Q01085
Q13283
Q7Z739
Q96LT7
Q9BYJ9
Q9UHD9
Q9Y5A9
P22087
P46777
P62750
Q13823
P35637
M0R0X9
P00441
P10645
O95816
O14641
P35568
Q02383
Q13772
O14641
